spl_id;ENV_Site;ENV_Depth;ENV_Latitude;ENV_Longitude;ENV_Management;No-Take;ENV_Coast_type;ENV_Wave_energy;ENV_Terrace_width;ENV_Substratum_hard;ENV_Rugosity;ENV_Height_vertical;ENV_Coral_live;ENV_Coral_reef_building;BIO_Taxo_Ric;BIO_Taxo_Ent;BIO_Func_Ric;BIO_Func_Ent;BIO_Phyl_Ric;BIO_Phyl_Ent;BIO_qual;ES_totbiom;ES_totbiom_fished
site7_10;7;10;12.04576;-68.2671;Marine park;0;Low shore;350;126;11.95;1.515;44.88333;30.40019;40.55269;27;11.2924;5.3505;3.9394;8.2824;2.7244;0.84818797;24929.17669;3874.649345
site8_10;8;10;12.04942;-68.2697;Marine park;0;Low shore;350;134.4;14.735;1.355;24.16667;26.09904;10.67991;30;15.4579;6.271;4.5261;9.9809;3.1554;0.896336892;21889.66049;9805.469741
site9_10;9;10;12.05306;-68.2732;Marine park;0;Low shore;340;117.6;20.49;2.626;64.25;28.31055;60.49813;29;14.609;4.9458;4.4047;8.8487;3.0836;0.837104838;16836.61945;3420.322198
site10_10;10;10;12.05525;-68.277;Marine park;0;Low shore;350;117.6;5.985;1.343;20.5;6.793842;20.30075;31;11.523;5.6434;3.8356;9.922;3.0301;0.859648778;21835.97126;5125.167723
site11_10;11;10;12.05801;-68.2809;Marine park;0;Low shore;330;231;9.01;1.977;20.33333;9.124038;48.71454;26;15.0703;5.6976;4.1236;8.0824;3.0398;0.878841808;15272.59434;4702.491341
site12_10;12;10;12.06243;-68.2815;Marine park;0;Low shore;330;138.6;13.8;1.841;24.5;21.4451;48.06434;28;13.1248;5.546;4.3026;8.9893;3.0895;0.805931693;15153.13844;5443.932371
site13_10;13;10;12.06696;-68.2812;Marine park;0;Low shore;330;201.6;10.995;1.5425;28.33333;23.50059;40.16947;32;12.0104;5.2545;4.2296;9.5937;2.8618;0.86722979;21238.52355;4919.21974
site14_10;14;10;12.0717;-68.2801;Marine park;0;Low shore;330;193.2;1.055;1.1175;15.66667;10.4152;46.78218;27;15.1067;5.0882;3.9725;8.3311;3.1213;0.814908011;13461.08832;5792.034605
site15_10;15;10;12.07647;-68.2799;Marine park;0;Low shore;330;189;11.88;1.29;31.08333;29.3301;79.53181;28;9.9427;4.8236;3.8891;8.8077;2.5605;0.898558846;24875.38067;3639.080697
site16_10;16;10;12.0809;-68.2809;Marine park;0;Low shore;330;184.8;8.415;1.4195;44.41667;30.56144;57.32738;24;10.0431;4.2357;3.4997;7.3661;2.5735;0.863329435;19367.08831;7740.815923
site17_10;17;10;12.08536;-68.2822;Marine park;0;Low shore;330;210;11.64;1.411;26.25;17.12804;83.2246;30;13.9648;5.3881;3.9527;9.2191;2.8928;0.873790935;17030.64375;3737.251631
site18_10;18;10;12.08995;-68.2831;Marine park;0;Low shore;330;214.2;12.005;1.4565;38.5;12.18654;51.95263;32;12.2144;5.5542;4.6066;9.3547;3.0181;0.841853845;19353.17888;8440.367161
site19_10;19;10;12.09459;-68.2837;Marine park;0;Low shore;330;201.6;13.99;1.5495;46.41667;26.89802;64.47066;29;14.9281;5.0779;4.3193;9.0883;3.1478;0.932793298;15138.91082;4844.207396
site20_10;20;10;12.09985;-68.2853;Marine park;0;Low shore;330;172.2;11.55;1.5515;46.83333;24.08141;71.07048;27;12.4237;4.8453;3.3025;8.5661;2.6765;0.843911042;16780.07021;5990.954244
site21_10;21;10;12.1048;-68.2882;Marine park;0;Low shore;330;109.2;14.71;1.76;46.58333;18.96788;62.74412;28;13.7231;5.2882;4.2523;8.1675;2.9277;0.885064184;13293.08088;5567.831473
site22_10;22;10;12.10815;-68.2907;Marine park;0;Low shore;330;121.8;10.1675;1.91275;30.91667;28.04798;60.0303;30;17.4562;5.7462;4.7574;9.3045;3.2686;0.745784133;17236.83372;6176.498876
site23_10;23;10;12.11175;-68.2939;Marine park;0;Low shore;330;147;16.237;2.1525;57.5;38.83859;67.81324;31;10.8492;5.5869;3.8499;8.9141;2.6253;0.931635551;41482.55314;16524.89024
site24_10;24;10;12.12566;-68.2872;Marine park;0;Cliff;320;126;11.2565;1.3405;56.75;32.55973;66.71855;29;15.2003;5.5464;4.9817;9.1032;3.1038;0.908734901;27611.2338;4883.723555
site25_10;25;10;12.13053;-68.2844;Marine park;0;Low shore;320;96.6;13.875;1.7795;74.5;52.33442;83.32615;22;11.0379;4.6869;4.1072;6.6157;2.6811;0.914476261;21844.25792;5008.666745
site26_10;26;10;12.13355;-68.2809;Marine park;0;Low shore;310;63;12.1975;1.44875;34.33333;29.13633;76.4239;26;12.7134;5.8005;4.7179;8.7965;3.117;0.915412509;33357.38827;15320.67053
site27_10;27;10;12.13686;-68.2748;No fishing zone;1;Low shore;310;84;12.99;1.463;37.16667;16.62901;37.33515;30;13.0005;5.7181;4.7392;9.1082;3.1937;0.911109941;18927.62656;7695.352949
site28_10;28;10;12.14094;-68.2753;No fishing zone;1;Low shore;310;109.2;11.8175;1.555;48.41667;23.53153;58.38237;29;14.7283;5.2247;4.3054;8.5834;3.1111;0.808497536;23248.0004;6415.354532
site29_10;29;10;12.14547;-68.2761;No fishing zone;1;Low shore;310;113.4;9.2075;1.3495;8.916667;11.98638;55.21331;29;10.9964;5.2142;3.2626;9.1084;2.743;0.81785667;14835.85499;3476.369889
site30_10;30;10;12.15139;-68.2776;Marine park;0;Low shore;310;100.8;4.985;1.0495;7.75;2.094967;14.28571;25;13.4263;4.85;3.8232;7.33;3.1068;0.956852398;10601.21554;4497.592027
site31_10;31;10;12.15454;-68.2786;Marine park;0;Low shore;310;109.2;6.935;1.294;21.91667;11.44654;59.96274;26;9.3752;5.1067;2.8409;8.5075;2.5304;0.896956362;22322.51608;5203.383614
site32_10;32;10;12.15845;-68.2805;Marine park;0;Low shore;320;92.4;4.68;1.2385;37.83333;14.97607;47.60204;27;13.1867;7.4416;5.2578;10.0912;3.6524;0.860102779;21837.5643;3684.548815
site33_10;33;10;12.16195;-68.2833;Marine park;0;Low shore;320;58.8;13.73;1.6485;45.75;25.8411;32.37941;27;13.3547;5.1538;3.7147;8.4305;3.1401;0.932513328;33485.56987;5391.828742
site34_10;34;10;12.16468;-68.2867;No fishing zone;1;Low shore;310;46.2;10.145;1.03;4.166667;0.5;50;17;10.6179;4.3482;3.2517;6.4474;3.2232;0.814360858;8617.354369;3152.154279
site35_10;35;10;12.16924;-68.2868;No fishing zone;1;Cliff;310;79.8;12.26;1.429;34.83333;30.24532;60.41838;30;5.3774;4.9194;2.8072;10.1017;2.3626;0.974179922;46397.96395;5870.233036
site36_10;36;10;12.17318;-68.2889;No fishing zone;1;Low shore;310;58.8;13.385;1.4635;44.58333;25.90944;80.64827;30;11.8955;6.3724;4.6585;9.7514;3.1445;0.926708684;33942.45913;5275.446854
site37_10;37;10;12.17725;-68.2921;No fishing zone;1;Low shore;310;75.6;14.77;1.6375;46.66667;39.92593;78.19965;32;13.0789;5.7602;4.6;9.589;2.9999;0.862047038;32969.63023;6954.494414
site38_10;38;10;12.18108;-68.2934;No fishing zone;1;Low shore;310;63;11.635;1.3545;32.58333;33.18361;71.14654;31;11.1496;5.9192;5.1;10.4693;3.1335;0.937601455;40780.08939;10553.17402
site39_10;39;10;12.18467;-68.2955;Marine park;0;Low shore;310;88.2;14.815;1.613;55.91667;20.84951;90.39086;28;10.6552;6.2433;3.8347;8.8058;2.5679;0.857101384;19587.93854;6863.278964
site40_10;40;10;12.18893;-68.2982;Marine park;0;Low shore;310;92.4;11.415;1.497;54.16667;34.44851;80.22612;28;5.9786;5.368;2.9265;8.5248;2.3368;0.925268648;42870.97611;6997.948563
site41_10;41;10;12.19229;-68.3001;Marine park;0;Low shore;310;79.8;11.91;1.3875;50.08333;14.56398;37.0161;25;11.4319;5.5747;4.4602;8.3186;2.8285;0.846820371;14255.34742;6465.754727
site42_10;42;10;12.19598;-68.3024;Marine park;0;Cliff;310;79.8;13.7605;1.58305;60;18.73496;81.45444;23;15.814;5.1029;4.426;7.2027;3.2145;0.837585913;11801.33049;4564.774223
site43_10;43;10;12.19824;-68.3063;Marine park;0;Cliff;310;29.4;13.9295;1.539;46.5;25.04588;69.52329;19;11.1332;5.1661;3.7837;6.6088;2.7701;0.766030728;15888.95038;5036.426852
site44_10;44;10;12.20042;-68.31;Marine park;0;Cliff;310;46.2;16.89;1.6065;56.66667;23.66511;86.4793;26;11.083;5.2946;4.0045;8.5689;2.8389;0.745294415;24237.57891;7288.24127
site45_10;45;10;12.2038;-68.3135;Marine park;0;Cliff;310;75.6;8.685;1.624;27.83333;8.520387;68.6242;30;13.4934;4.9043;3.8126;8.6952;2.7818;0.838535095;17457.91617;5890.984194
site46_10;46;10;12.2063;-68.3169;Marine park;0;Low shore;310;79.8;17.63;1.656;56;17.65272;77.1796;22;12.9246;5.2507;4.8559;7.5064;2.9647;0.816355216;15422.59703;5652.028053
site47_10;47;10;12.20886;-68.3207;Marine park;0;Cliff;320;37.8;13.31;1.5385;35.66667;13.21547;63.13526;30;15.4443;5.9112;4.0029;9.7936;3.28;0.862502842;23731.67389;6734.681696
site48_10;48;10;12.21061;-68.3242;Marine park;0;Cliff;320;84;17.08;1.782;47.25;32.61912;32.36632;25;14.9445;4.7502;3.9129;8.5282;3.0384;0.812795867;15975.94783;6747.31022
site49_10;49;10;12.21133;-68.3285;Marine park;0;Cliff;320;46.2;17.41;1.912;61.16667;20.11311;65.88597;25;14.4212;5.1968;3.9023;8.3767;3.1232;0.729754475;17871.08695;7730.139737
site50_10;50;10;12.2129;-68.3328;Marine park;0;Cliff;320;58.8;16.125;1.605;63;23.13745;69.27374;26;11.5248;4.897;3.2954;8.2335;2.666;0.843240355;12399.08918;5834.088698
site51_10;51;10;12.21449;-68.3374;Marine park;0;Cliff;330;75.6;14.4;1.938;87.16667;30.49919;44.242;25;12.7953;5.8503;4.0361;8.9579;2.9693;0.863711573;22009.6036;7176.488557
site52_10;52;10;12.2152;-68.3414;Marine park;0;Cliff;330;71.4;15.035;1.797;81.58333;36.15036;59.87962;26;7.4431;5.4257;3.5403;8.5763;2.415;0.825930309;22932.11126;4648.117571
site53_10;53;10;12.21759;-68.3451;Marine park;0;Cliff;330;25.2;21.6;2.0045;119.0833;39.73295;54.21844;22;12.314;5.2727;4.4316;7.7534;2.9556;0.869276352;13988.0032;4745.406662
site55_10;55;10;12.15736;-68.3271;Marine park;0;Low shore;340;109.2;11.085;1.7025;51.5;16.1265;65.98039;29;14.0074;5.1732;4.4531;8.7284;3.3587;0.823883418;11112.97038;5142.680002
site56_10;56;10;12.16127;-68.3249;Marine park;0;Low shore;340;109.2;13.24;1.6695;28.91667;19.85732;82.923;27;13.2702;4.241;3.803;8.4828;3.0827;0.894017093;19163.734;7831.774956
site57_10;57;10;12.16559;-68.3217;Marine park;0;Cliff;340;33.6;16.045;1.8205;114;44.39897;69.36087;31;12.8176;7.0527;5.1532;10.1035;3.3155;0.886269266;23446.35557;5552.197491
site58_10;58;10;12.16704;-68.3174;Marine park;0;Low shore;360;58.8;16.345;1.897;86.66667;30.91084;49.94255;24;14.7372;5.9143;5.1068;8.4847;3.3999;0.761377451;16540.58333;5596.615753
site59_10;59;10;12.16851;-68.3134;Marine park;0;Low shore;380;84;15.385;1.646;54.08333;39.67532;55.27966;24;12.3831;6.0818;3.8708;8.7541;2.6313;0.795302539;14221.53847;6347.012141
site60_10;60;10;12.16897;-68.3086;Marine park;0;Low shore;380;58.8;11.44;1.443;24.08333;11.88953;61.06106;22;13.3129;6.0304;3.535;7.9061;2.9122;0.860648804;6421.40035;2476.880354
site61_10;61;10;12.16856;-68.3033;Marine park;0;Low shore;370;42;9.78;1.3145;49.91667;14.09403;33.58872;24;15.5543;4.2192;3.3481;8.2707;3.3435;0.933555468;10506.94502;2984.72051
site62_10;62;10;12.16675;-68.299;Marine park;0;Low shore;310;75.6;12.45;1.4855;23.58333;24.85977;16.66667;25;14.2461;4.9075;4.1902;8.8655;3.1451;0.814783428;9599.999938;4163.084394
site63_10;63;10;12.16454;-68.2954;Marine park;0;Low shore;310;159.6;12.05;1.373;19.33333;9.860909;21.82843;25;13.8823;5.8634;3.8356;8.6729;3.3481;0.952196646;12530.79444;6208.856216
site64_10;64;10;12.1597;-68.2922;Marine park;0;Cliff;370;121.8;14.515;1.453;41.75;17.09522;34.32858;27;14.2981;4.9349;3.4043;8.9706;3.1508;0.861881274;17405.35459;3660.680496
site65_10;65;10;12.15495;-68.2923;Marine park;0;Cliff;310;84;20.28;2.4195;81.5;37.97399;28.22257;23;16.0177;4.8793;4.3955;8.4526;3.511;0.863344478;10315.38546;2806.388207
site71_10;71;10;12.30951;-68.3928;Marine park;0;Cliff;440;126;13.3765;1.3105;20.16667;8.626639;83.44625;20;9.602;5.4882;4.3612;7.7842;3.4927;0.667496321;14145.42206;1340.726388
site72_10;72;10;12.30724;-68.3967;Marine park;0;Cliff;440;92.4;11.455;1.2625;17.58333;12.7134;83.06452;22;10.931;5.4997;4.1595;7.8356;3.8609;0.741669846;10798.57101;2859.423749
site73_10;73;10;12.3035;-68.4002;Marine park;0;Low shore;720;117.6;12.86;1.348;13.5;12.13544;46.21212;19;7.0305;5.0615;3.3336;6.9884;2.5379;0.753169221;7637.121525;1561.735298
site74_10;74;10;12.30095;-68.4033;Marine park;0;Cliff;720;138.6;12.265;1.2475;19.08333;9.179789;36.09467;20;8.3172;4.0441;2.9658;7.2527;2.6371;0.634562284;10090.38774;3515.020491
site75_10;75;10;12.29784;-68.4072;Marine park;0;Cliff;510;117.6;12.095;1.372;15.16667;10.59605;68.95869;17;10.1254;4.2467;2.433;5.8066;2.555;0.782680637;9211.517683;3791.069355
site76_10;76;10;12.29507;-68.41;Marine park;0;Cliff;510;92.4;13.1395;1.228;14.08333;9.231341;51.13795;19;10.1838;5.0537;2.8676;6.3368;2.6635;0.839604874;14269.81209;5625.470736
site77_10;77;10;12.29148;-68.4125;Marine park;0;Low shore;350;126;8.6925;1.284;14;7.465287;61.8839;27;12.5452;5.4685;4.8614;9.4881;3.4494;0.785266812;22760.18308;5384.357499
site78_10;78;10;12.28748;-68.4143;Marine park;0;Cliff;350;117.6;12.355;1.2235;11.33333;6.510952;15.71429;24;13.2612;5.0598;3.9669;7.5433;3.0473;0.697772116;11043.14731;3532.538155
site79_10;79;10;12.28326;-68.4153;Marine park;0;Cliff;340;100.8;11.67;1.234;16.91667;8.451095;61.36364;21;10.7584;5.0501;3.5069;7.4315;2.9319;0.597281069;11127.46262;6965.962081
site80_10;80;10;12.27858;-68.4157;Marine park;0;Cliff;340;121.8;11.595;1.0935;3.25;4.84374;61.48649;23;6.8899;6.061;2.5972;7.7432;2.4121;0.909582521;17817.86723;2550.299266
site81_10;81;10;12.27467;-68.4161;Marine park;0;Cliff;340;84;11.44;1.1875;7.583333;21.16468;42.70833;17;8.57;3.7751;2.9245;5.5362;2.5619;0.804684359;8550.010356;3494.31794
site82_10;82;10;12.2702;-68.4153;Marine park;0;Low shore;340;147;15.625;1.783;32.08333;27.70131;62.97287;28;11.5732;6.4859;4.096;9.368;2.7964;0.679072726;17450.87178;8792.407129
site83_10;83;10;12.26613;-68.4151;Marine park;0;Cliff;340;121.8;12.435;1.3855;25;18.11095;44.48017;24;12.9808;6.0376;3.5861;8.1702;3.0306;0.862426328;25548.3633;10157.5124
site84_10;84;10;12.26299;-68.4184;No diving reserve;0;Cliff;340;75.6;15.76;1.808;55.66667;18.60477;63.79559;24;11.49;4.7592;4.15;7.5931;2.9054;0.806899522;20347.63267;8352.082055
site85_10;85;10;12.26012;-68.4209;No diving reserve;0;Cliff;330;58.8;14.355;1.704;72;28.87042;58.94218;27;11.1436;4.9931;4.0293;7.87;2.9978;0.834723577;24796.22572;7897.275488
site86_10;86;10;12.25626;-68.4206;No diving reserve;0;Cliff;330;79.8;16.655;2.01;100.9167;23.74873;50.26025;20;9.8164;4.4164;3.852;6.7373;2.8708;0.914202922;16791.42545;3925.139066
site87_10;87;10;12.25197;-68.4195;No diving reserve;0;Cliff;340;109.2;15.7;1.875;123.4167;40.58167;67.99417;31;19.2374;6.0812;4.9459;9.1026;3.5385;0.875204028;14681.07279;3245.810434
site88_10;88;10;12.24817;-68.4162;No diving reserve;0;Low shore;340;100.8;17.515;2.1885;133.1667;46.22361;64.88671;30;16.3738;5.6844;5.3993;9.8614;4.5317;0.830221162;19430.34139;2741.179542
site89_10;89;10;12.24479;-68.4142;Marine park;0;Low shore;340;117.6;16.49;2.026;80.33333;49.06191;56.69439;28;16.7011;5.7803;4.5967;9.5747;3.3101;0.790518913;19621.33129;5667.992877
site90_10;90;10;12.24045;-68.4132;Marine park;0;Cliff;340;121.8;11.285;1.7915;54.5;48.48433;61.13365;26;11.0066;4.8923;3.5962;8.3358;3.0146;0.849224757;28853.80154;7409.037063
site91_10;91;10;12.23673;-68.4131;Marine park;0;Cliff;340;100.8;20.035;2.268;63.83333;36.83162;70.42727;25;14.519;4.2621;4.1542;7.4355;3.1913;0.76948088;19909.3982;5116.55393
site92_10;92;10;12.23206;-68.4131;Marine park;0;Cliff;350;96.6;19.13;2.053;62.66667;19.14711;39.51142;23;9.4377;4.8795;3.4173;8.2768;2.8551;0.840009964;25734.53349;5223.22953
site93_10;93;10;12.22753;-68.4119;Marine park;0;Cliff;400;113.4;16.675;2.0945;66.91667;33.12141;79.27799;25;14.4901;4.3988;4.3434;7.7117;3.3583;0.859746313;16989.57684;4444.318942
site94_10;94;10;12.22386;-68.4082;Marine park;0;Low shore;480;92.4;17.985;1.8935;138.4167;41.68108;77.40755;27;9.3169;6.1605;3.5711;9.4479;2.6599;0.833920458;24759.869;13862.75788
site95_10;95;10;12.22197;-68.4041;Marine park;0;Low shore;480;96.6;17.359;2.1084;135.8333;37.22061;69.01865;22;12.7867;5.1581;4.4013;6.9724;3.0051;0.771502371;16871.73941;4631.080774
site96_10;96;10;12.22125;-68.4;Marine park;0;Low shore;490;92.4;13.78;1.943;74.75;39.66457;65.54966;31;12.4386;5.1031;4.0783;8.9317;2.9757;0.828470922;21414.69443;5914.607325
site97_10;97;10;12.21968;-68.395;Marine park;0;Low shore;470;88.2;22.565;2.325;108.6667;47.92245;77.71368;26;10.7287;5.7499;3.6139;8.6145;2.8507;0.902917577;18308.27419;5253.479537
site98_10;98;10;12.21984;-68.3904;Marine park;0;Low shore;450;100.8;15.9;1.8805;45.08333;28.78817;64.17267;23;10.8808;5.1858;4.234;7.9321;3.0532;0.810972254;15668.61987;5720.120842
site99_10;99;10;12.21872;-68.383;Marine park;0;Low shore;450;88.2;11.465;1.311;27.83333;0.930566;50;21;11.9845;6.1146;3.9625;7.0894;3.0159;0.842396261;10084.62812;3294.554844
site100_10;100;10;12.2196;-68.3775;Marine park;0;Low shore;430;105;12.42;1.793;70.75;26.96204;72.98223;28;18.9147;5.1625;4.7967;8.715;3.4844;0.80710242;13465.71618;4204.203726
site101_10;101;10;12.21952;-68.3721;No diving reserve;0;Low shore;430;117.6;17.975;2.1145;124.3333;27.12273;34.10966;30;17.7329;5.1536;4.6694;9.7039;3.5535;0.855617025;18074.45199;4747.374726
site102_10;102;10;12.21969;-68.3667;No diving reserve;0;Low shore;400;96.6;18.46;2.0635;165.8333;27.55607;21.40041;28;14.3938;5.2319;4.6025;9.2532;3.4745;0.821493174;15733.82981;5674.109659
site103_10;103;10;12.21945;-68.3628;No diving reserve;0;Low shore;400;105;18.565;1.981;88.91667;38.8507;58.06217;22;13.8263;5.1761;4.6776;7.199;3.1031;0.878491363;12653.83195;4748.383685
site104_10;104;10;12.21929;-68.358;No diving reserve;0;Low shore;370;75.6;19.59;2.3205;58;33.54049;69.00465;24;15.2053;4.8967;3.9732;8.3679;3.4053;0.782923991;15830.342;4978.206073
site105_10;105;10;12.21755;-68.3497;Marine park;0;Cliff;410;37.8;23.2;2.263;119.9167;27.5483;61.51529;22;7.8741;4.9033;3.5218;7.5943;2.4933;0.897644082;24507.19135;9062.392502
site118_10;118;10;12.15105;-68.2946;Marine park;0;Low shore;310;42;12.13;1.241;6.75;0.753809;50;19;10.5812;4.7051;3.8643;7.4794;2.9231;0.928164414;6875.101474;1889.447319
site119_10;119;10;12.14924;-68.2961;Marine park;0;Low shore;310;58.8;14.915;1.891;69.75;35.25244;60.82181;19;13.3455;4.7454;4.0087;7.3604;2.9844;0.887745911;10178.99437;3315.622868
site120_10;120;10;12.14782;-68.2978;Marine park;0;Low shore;370;58.8;12.275;1.953;90.33333;42.63322;72.17166;23;15.638;5.8681;4.451;8.6236;3.3957;0.79275309;11410.30814;3813.439376
site121_10;121;10;12.14557;-68.3019;Marine park;0;Low shore;370;100.8;6.925;1.4655;52.08333;25.05699;61.63763;30;17.5189;6.6054;4.9881;10.53;3.7688;0.855368287;17771.03341;6721.101677
site122_10;122;10;12.14501;-68.3064;Marine park;0;Low shore;410;117.6;11.505;1.5475;72.08333;28.94753;43.3468;26;15.9465;5.9143;4.2933;9.0997;3.2775;0.838351813;10454.05305;4699.399496
site123_10;123;10;12.1488;-68.3144;Marine park;0;Low shore;410;130.2;5.485;1.4645;51.25;13.07179;78.54813;24;13.378;5.4625;4.3598;8.4882;3.1547;0.902653766;16902.49323;5042.511528
site124_10;124;10;12.14951;-68.3193;Marine park;0;Low shore;410;88.2;13.26;1.5575;67.16667;40.12083;53.50748;28;17.8726;6.0244;5.7667;10.1562;3.9827;0.91978791;23275.73654;6479.429005
site125_10;125;10;12.14982;-68.323;Marine park;0;Low shore;420;92.4;5.065;1.4165;39.41667;22.8773;68.96184;26;13.3024;4.8326;4.0647;8.2217;3.1485;0.901650554;14026.94482;5111.464441
site126_10;126;10;12.14827;-68.3288;Marine park;0;Low shore;430;121.8;16.385;1.787;68.5;35.75885;68.17371;26;8.7419;4.9935;2.9684;8.9273;2.4428;0.901256467;24416.76735;13772.95562
site127_10;127;10;12.15339;-68.3299;Marine park;0;Low shore;340;172.2;14.45;1.581;49.25;22.08844;70.58874;30;15.6993;5.1373;4.1684;9.2519;3.3105;0.767192984;21476.82957;8343.372069
site128_10;128;10;12.11642;-68.2954;Marine park;0;Cliff;330;184.8;10.89;1.3755;18.08333;21.06914;72.552;29;15.445;5.2043;3.4228;8.5;3.0698;0.869522347;9482.178557;4558.585221
site129_10;129;10;12.12071;-68.293;Marine park;0;Cliff;330;121.8;12.325;1.5135;20.66667;16.16863;92.89466;25;10.0667;4.5008;3.5551;7.5936;2.6518;0.830398468;18029.22259;5509.475956
site130_10;130;10;12.12382;-68.2903;Marine park;0;Low shore;330;126;13.135;1.3565;18.58333;13.5874;80.2682;26;11.6121;5.8439;4.9812;8.3801;2.953;0.768941997;12939.61148;3442.685166
site131_10;131;10;12.02832;-68.2369;Marine park;0;Low shore;750;134.4;14.61;1.593;88.58333;52.87507;39.91127;26;14.4269;5.14;4.4284;9.1211;3.3902;0.83289286;18128.29717;6037.762755
site132_10;132;10;12.02647;-68.2415;Marine park;0;Low shore;750;138.6;14.525;1.5395;37.83333;29.88617;46.59091;27;12.3465;5.4084;4.8233;9.4011;3.2231;0.868003331;20374.2092;4213.92578
site133_10;133;10;12.02556;-68.2457;Marine park;0;Low shore;750;180.6;17.735;1.7755;66.08333;49.60822;55.73459;25;11.699;5.1571;4.1881;8.6068;3.1423;0.775692304;16282.1315;4595.162511
site134_10;134;10;12.0255;-68.2503;Marine park;0;Low shore;750;147;17.39;1.7045;32.83333;9.72045;80.91228;29;13.6781;5.1015;4.3243;9.1012;3.2953;0.789181167;13711.99254;3558.387303
